FID,FireName,FireNo,Label,StartDate,EndDate,AreaHa,PerimeterM,Verdate,Type,Season,ID,Year,Year_Con,Shape__Area,Shape__Length
26669,TWE_Towers_LMZ,HR11021049345,2011-12 Prescribed Burn,2011/08/10 00:00:00+00,2011/08/10 00:00:00+00,5.6044987,1394.08822512,26/03/2020,Prescribed Burn,2011-12,26804,2011,2011/01/01 00:00:00+00,56337.8125,1397.72521408351
26676,Gibberagong HR spotover, ,2010-11 Wildfire,2010/09/29 00:00:00+00,2010/10/02 00:00:00+00,83.4272452,5969.70321333,26/03/2020,Wildfire,2010-11,26811,2010,2010/01/01 00:00:00+00,832735.2578125,5964.20037864484
26677,Grass Fire Ash Island,12012244387,2011-12 Wildfire,2012/01/22 00:00:00+00,2012/01/24 00:00:00+00,25.29330154,3547.19699634,26/03/2020,Wildfire,2011-12,26812,2011,2011/01/01 00:00:00+00,252467.65625,3543.93246047731
26678,Bateau Bay Flora Reserve,11102140655,2011-12 Wildfire,2011/10/21 00:00:00+00,2011/10/24 00:00:00+00,1.52831475,512.25130276,26/03/2020,Wildfire,2011-12,26813,2011,2011/01/01 00:00:00+00,15254.28125,511.767170605039
26679,Dudley Beach Fire,11102040602,2011-12 Wildfire,2011/10/20 00:00:00+00,2011/10/20 00:00:00+00,0.0131694,43.62565328,26/03/2020,Wildfire,2011-12,26814,2011,2011/01/01 00:00:00+00,130.90625,43.5515448051505
26680,Arson Fire Werakata, ,2011-12 Wildfire,2011/10/19 00:00:00+00,2011/10/19 00:00:00+00,0.08079635,101.30744899,26/03/2020,Wildfire,2011-12,26815,2011,2011/01/01 00:00:00+00,802.390625,101.085407350393
26681,Cherry Creek Fire,11092039428,2011-12 Wildfire,2011/09/19 00:00:00+00,2011/09/23 00:00:00+00,4.13148178,849.29728563,26/03/2020,Wildfire,2011-12,26816,2011,2011/01/01 00:00:00+00,41240.34765625,848.532103180882
26682,Willandra Grass Fires,11092739950,2011-12 Wildfire,2011/09/27 00:00:00+00,2011/09/28 00:00:00+00,188.16670988,9498.68479437,26/03/2020,Wildfire,2011-12,26817,2011,2011/01/01 00:00:00+00,1878103.62890625,9489.68626765221
26683,Willandra Grass Fires,11092739950,2011-12 Wildfire,2011/09/27 00:00:00+00,2011/09/28 00:00:00+00,47.20925839,4219.01330647,26/03/2020,Wildfire,2011-12,26818,2011,2011/01/01 00:00:00+00,471198.98046875,4215.01863968108
26684,Ulungra re-ignition,11091839234,2011-12 Wildfire,2011/09/18 00:00:00+00,2011/09/23 00:00:00+00,7.28562767,1353.88367099,26/03/2020,Wildfire,2011-12,26819,2011,2011/01/01 00:00:00+00,72718.37109375,1352.60182622401
26685,Moira Fire, ,2011-12 Wildfire,2012/01/10 00:00:00+00,2012/01/11 00:00:00+00,0.02975261,65.51098605,26/03/2020,Wildfire,2011-12,26820,2011,2011/01/01 00:00:00+00,297.66015625,65.5253068269806
26686,Middle Beach Fire,11120342443,2011-12 Wildfire,2012/12/03 00:00:00+00,2012/12/03 00:00:00+00,0.38514736,559.83303674,26/03/2020,Wildfire,2011-12,26821,2011,2011/01/01 00:00:00+00,3846.37890625,559.462014961313
26687,Bradshaws Fire,11120942670,2011-12 Wildfire,2011/12/09 00:00:00+00,2011/12/12 00:00:00+00,2.33846679,727.46771719,26/03/2020,Wildfire,2011-12,26822,2011,2011/01/01 00:00:00+00,23353.7109375,726.985896797048
26688,Euragobah Fire,12012244382,2011-12 Wildfire,2012/01/22 00:00:00+00,2012/01/23 00:00:00+00,145.91946831,8615.17147917,26/03/2020,Wildfire,2011-12,26823,2011,2011/01/01 00:00:00+00,1456525.58984375,8607.28765515572
26689,Hunter Avenue, ,2010-11 Wildfire,2010/10/19 00:00:00+00,2010/10/19 00:00:00+00,0.12218904,171.41360691,26/03/2020,Wildfire,2010-11,26824,2010,2010/01/01 00:00:00+00,1219.65625,171.257318848484
26690,Gonowila Weir Fire,11122243041,2011-12 Wildfire,2011/12/19 00:00:00+00,2011/12/19 00:00:00+00,0.25814017,391.04195531,26/03/2020,Wildfire,2011-12,26825,2011,2011/01/01 00:00:00+00,2576.52734375,390.672030256384
26691,Hunthawang Weir Fire,11122543142,2011-12 Wildfire,2011/12/24 00:00:00+00,2011/12/28 00:00:00+00,0.48817555,359.40882373,26/03/2020,Wildfire,2011-12,26826,2011,2011/01/01 00:00:00+00,4872.5234375,359.068936800424
26692,Hunthawang Plain Paddock Fire,12012244381,2011-12 Wildfire,2012/01/21 00:00:00+00,2012/01/22 00:00:00+00,9.27079016,2080.11701757,26/03/2020,Wildfire,2011-12,26827,2011,2011/01/01 00:00:00+00,92532.3515625,2078.14682651507
26693,Hunthawang Bush Alight,11111341632,2011-12 Wildfire,2011/11/13 00:00:00+00,2011/11/14 00:00:00+00,12.32136647,1718.54468262,26/03/2020,Wildfire,2011-12,26828,2011,2011/01/01 00:00:00+00,122980.5859375,1716.91850217751
26694,Delhi Road Fire,11020134232,2010-11 Wildfire,2011/02/01 00:00:00+00,2011/02/06 00:00:00+00,25.75007433,2779.00103762,26/03/2020,Wildfire,2010-11,26829,2010,2010/01/01 00:00:00+00,257035.43359375,2776.48932941437
26696,Mt Schofield 2007 Establishment Burn,HR07051523807,2006-07 Wildfire,2007/05/16 00:00:00+00,,19.37708032,2541.59591204,26/03/2020,Wildfire,2006-07,26831,2006,2006/01/01 00:00:00+00,193404.29296875,2539.1909688504
26697,Old Camp 2007 Establishment Burn,HR07052123879,2006-07 Wildfire,2007/05/28 00:00:00+00,,30.44992692,3127.76287392,26/03/2020,Wildfire,2006-07,26832,2006,2006/01/01 00:00:00+00,303923.98828125,3124.80695036383
26698,Old Camp 2007 Establishment Burn,HR07052123879,2006-07 Wildfire,2007/05/28 00:00:00+00,,35.47259821,3375.05259711,26/03/2020,Wildfire,2006-07,26833,2006,2006/01/01 00:00:00+00,354055.99609375,3371.86378746443
26703,Lucky Swamp,HR10050843757,2009-10 Wildfire,2010/05/19 00:00:00+00,,70.51852898,5573.59004721,26/03/2020,Wildfire,2009-10,26838,2009,2009/01/01 00:00:00+00,703855.41796875,5568.33222269966
26704,Lucky Swamp,HR10050843757,2009-10 Wildfire,2010/05/19 00:00:00+00,,13.57408337,1481.38249863,26/03/2020,Wildfire,2009-10,26839,2009,2009/01/01 00:00:00+00,135484.73046875,1479.98430991364
26705,Lucky Swamp,HR10050843757,2009-10 Wildfire,2010/05/19 00:00:00+00,,14.57962296,1709.17524547,26/03/2020,Wildfire,2009-10,26840,2009,2009/01/01 00:00:00+00,145521.03125,1707.56149401914
26717,Larkins Gully HR,06030716702,2008-09 Wildfire,2009/05/15 00:00:00+00,,997.1194962,14196.181911,26/03/2020,Wildfire,2008-09,26852,2008,2008/01/01 00:00:00+00,9952312.62890625,14182.7341602072
26718,Bulls Gully HR - Winburndale NR,09041736909,2008-09 Wildfire,2009/05/12 00:00:00+00,,103.985576,4871.82525569,26/03/2020,Wildfire,2008-09,26853,2008,2008/01/01 00:00:00+00,1037887.7265625,4867.21296064877
26722,Larkins Gully HR,06030716702,2008-09 Wildfire,2009/05/15 00:00:00+00,,0.20238556,333.3701501,26/03/2020,Wildfire,2008-09,26857,2008,2008/01/01 00:00:00+00,2020.0234375,333.054145259619
26723,Mt Horrible Fire - Tobins Oaky Trail,25134,2008-09 Wildfire,2009/01/16 00:00:00+00,2009/01/20 00:00:00+00,14.54054097,1694.68594651,26/03/2020,Wildfire,2008-09,26858,2008,2008/01/01 00:00:00+00,145130.19921875,1693.08143154689
26727,Mc Canns Gully Turon SF,0,2005-06 Wildfire,2005/09/30 00:00:00+00,,0.30023362,361.19623158,26/03/2020,Wildfire,2005-06,26862,2005,2005/01/01 00:00:00+00,2996.640625,360.8543857855
26728,Turon S44 Turon SF,0,2006-07 Wildfire,2006/10/16 00:00:00+00,,619.90531045,14464.7258718,26/03/2020,Wildfire,2006-07,26863,2006,2006/01/01 00:00:00+00,6187312.9921875,14451.0225355296
26734,Sunnycorner 2001,0,2001-02 Wildfire,2001/07/05 00:00:00+00,,0.01015066,46.00431113,26/03/2020,Wildfire,2001-02,26869,2001,2001/01/01 00:00:00+00,101.3203125,45.9607420305634
26735,Sunny Corner 2006,0,2005-06 Wildfire,2006/04/05 00:00:00+00,,9.2566604,2144.66052464,26/03/2020,Wildfire,2005-06,26870,2005,2005/01/01 00:00:00+00,92392.1484375,2142.63849500712
26736,Sunnycorner 2003,0,2003-04 Wildfire,2003/11/29 00:00:00+00,,0.00192941,16.90120973,26/03/2020,Wildfire,2003-04,26871,2003,2003/01/01 00:00:00+00,19.26171875,16.8852186461602
26737,Sunnycorner 2005,0,2004-05 Wildfire,2005/05/02 00:00:00+00,,0.07334921,193.52505153,26/03/2020,Wildfire,2004-05,26872,2004,2004/01/01 00:00:00+00,732.1015625,193.342139208208
26738,Sunnycorner 2001,0,2000-01 Wildfire,2001/02/26 00:00:00+00,,0.15634306,162.56756064,26/03/2020,Wildfire,2000-01,26873,2000,2000/01/01 00:00:00+00,1560.484375,162.41430911553
26739,Turon SF,0,2002-03 Wildfire,2002/10/05 00:00:00+00,,0.60566974,307.20357469,26/03/2020,Wildfire,2002-03,26874,2002,2002/01/01 00:00:00+00,6045.234375,306.912666505587
26741,Sunnycorner 2001,0,2001-02 Wildfire,2001/07/05 00:00:00+00,,0.06398406,110.70594012,26/03/2020,Wildfire,2001-02,26876,2001,2001/01/01 00:00:00+00,638.6328125,110.601387712584
26742,Sunny Corner 2006,0,2005-06 Wildfire,2006/03/27 00:00:00+00,,0.79741339,418.32590649,26/03/2020,Wildfire,2005-06,26877,2005,2005/01/01 00:00:00+00,7959.08203125,417.930800237572
26744,Sunnycorner 2004,0,2004-05 Wildfire,2004/11/29 00:00:00+00,,0.00080351,13.32506314,26/03/2020,Wildfire,2004-05,26879,2004,2004/01/01 00:00:00+00,8.0234375,13.3125846609615
26745,Sunnycorner 2001,0,2001-02 Wildfire,2001/07/05 00:00:00+00,,0.00577773,29.39402174,26/03/2020,Wildfire,2001-02,26880,2001,2001/01/01 00:00:00+00,57.66796875,29.3661054746019
26747,Sunnycorner 2001,0,2000-01 Wildfire,2001/06/05 00:00:00+00,,0.03190885,73.23896132,26/03/2020,Wildfire,2000-01,26882,2000,2000/01/01 00:00:00+00,318.48046875,73.1698028695372
26749,Sunnycorner 2004,0,2003-04 Wildfire,2004/05/05 00:00:00+00,,8.87740298,1363.38838012,26/03/2020,Wildfire,2003-04,26884,2003,2003/01/01 00:00:00+00,88606.5078125,1362.10132021809
26751,Sunnycorner 2001,0,2000-01 Wildfire,2001/01/16 00:00:00+00,,0.02526881,64.83432362,26/03/2020,Wildfire,2000-01,26886,2000,2000/01/01 00:00:00+00,252.21484375,64.7732058266614
26755,Eskdale Trig Turon SF,0,2002-03 Wildfire,2006/11/22 00:00:00+00,,1.70923241,501.72267024,26/03/2020,Wildfire,2002-03,26890,2002,2002/01/01 00:00:00+00,17059.96484375,501.247426888199
26756,Palmers Oaky Trail - Turon SF,0,2002-03 Wildfire,2002/12/12 00:00:00+00,,36.57745706,2634.33749269,26/03/2020,Wildfire,2002-03,26891,2002,2002/01/01 00:00:00+00,365081.8125,2631.84180771816
26760,Sunnycorner 2001,0,2000-01 Wildfire,2001/01/27 00:00:00+00,,0.26318099,208.88634497,26/03/2020,Wildfire,2000-01,26895,2000,2000/01/01 00:00:00+00,2626.84375,208.689191432362
26763,Sunnycorner 2004,0,2003-04 Wildfire,2004/04/21 00:00:00+00,,0.43924958,313.76856069,26/03/2020,Wildfire,2003-04,26898,2003,2003/01/01 00:00:00+00,4384.21875,313.472581780073
26764,shangri la trail -  lightning strike,0,2006-07 Wildfire,2007/02/24 00:00:00+00,,0.21298335,209.66574139,26/03/2020,Wildfire,2006-07,26899,2006,2006/01/01 00:00:00+00,2125.796875,209.467119693805
26768,Mt Horrible Fire - Lone Spring,0,2009-10 Wildfire,2009/12/21 00:00:00+00,,2.98997986,774.18840151,26/03/2020,Wildfire,2009-10,26903,2009,2009/01/01 00:00:00+00,29843.19921875,773.455223834344
26804,South Spur HR,HR06030716701,2007-08 Wildfire,2008/04/13 00:00:00+00,,848.57881225,13371.6929602,26/03/2020,Wildfire,2007-08,26939,2007,2007/01/01 00:00:00+00,8469744.48046875,13359.047663848
26805,Winbundale Rivulet HR,HR06030716700,2007-08 Wildfire,2008/04/13 00:00:00+00,,139.73751712,7316.59982492,26/03/2020,Wildfire,2007-08,26940,2007,2007/01/01 00:00:00+00,1394734.92578125,7309.68412775231
26806,Swamp Road 2008 Establishment burn,HR08031829015,2007-08 Wildfire,2008/05/22 00:00:00+00,,13.50157259,1594.90023051,26/03/2020,Wildfire,2007-08,26941,2007,2007/01/01 00:00:00+00,134760.93359375,1593.39468988529
26807,Gulf Boundary 2008 Est burn,HR08031829014,2007-08 Wildfire,2008/05/27 00:00:00+00,,116.59585666,7226.97297217,26/03/2020,Wildfire,2007-08,26942,2007,2007/01/01 00:00:00+00,1163758.41015625,7220.15096011083
26808,Winburndale Rivulet HRB,HR08032529106,2007-08 Wildfire,2008/04/11 00:00:00+00,,382.80131821,8394.67819729,26/03/2020,Wildfire,2007-08,26943,2007,2007/01/01 00:00:00+00,3820783.390625,8386.74726635548
26809,Winburndale Rivulet HRB,HR08032529106,2007-08 Wildfire,2008/04/11 00:00:00+00,,56.43946263,4157.22525172,26/03/2020,Wildfire,2007-08,26944,2007,2007/01/01 00:00:00+00,563329.15625,4153.29956232631
26810,Mt Schofield 2008 Est burn,HR08043031290,2007-08 Wildfire,2008/05/23 00:00:00+00,,34.28292233,4799.8983267,26/03/2020,Wildfire,2007-08,26945,2007,2007/01/01 00:00:00+00,342181.046875,4795.35820002572
26826,Mt Horrible \Wattle Flat  Lightning strike, ,2006-07 Wildfire,2007/02/08 00:00:00+00,1899/12/30 00:00:00+00,0.14053801,150.73064697,26/03/2020,Wildfire,2006-07,26961,2006,2006/01/01 00:00:00+00,1402.72265625,150.587963581344
26829,Flea Creek Campgrounds,12012044301,2011-12 Wildfire,2012/01/20 00:00:00+00,2012/01/22 00:00:00+00,0.55241641,404.95885916,26/03/2020,Wildfire,2011-12,26964,2011,2011/01/01 00:00:00+00,5521.0078125,404.842206889915
26830,Pinney Beach - north, ,2011-12 Wildfire,2011/09/06 00:00:00+00,2011/09/06 00:00:00+00,0.01000418,50.01017648,26/03/2020,Wildfire,2011-12,26965,2011,2011/01/01 00:00:00+00,99.85546875,49.9629180792005
26831,"Minmi Rd, Minmi - 1",11092039437,2011-12 Wildfire,2011/09/20 00:00:00+00,2011/09/20 00:00:00+00,0.03471863,83.34503078,26/03/2020,Wildfire,2011-12,26966,2011,2011/01/01 00:00:00+00,346.53125,83.2676930359797
26832,"Minmi Rd, Minmi - 2",11092039438,2011-12 Wildfire,2011/09/20 00:00:00+00,2011/09/20 00:00:00+00,0.00151413,14.59579562,26/03/2020,Wildfire,2011-12,26967,2011,2011/01/01 00:00:00+00,15.11328125,14.5823414871096
26833,"Minmi Rd, Minmi - 3",11092039434,2011-12 Wildfire,2011/09/20 00:00:00+00,2011/09/20 00:00:00+00,0.07794657,107.39052137,26/03/2020,Wildfire,2011-12,26968,2011,2011/01/01 00:00:00+00,778.01953125,107.2909731887
26834,California Part 2,HR11012048947,2011-12 Prescribed Burn,2011/10/23 00:00:00+00,2011/10/24 00:00:00+00,648.16185906,22509.2789358,26/03/2020,Prescribed Burn,2011-12,26969,2011,2011/01/01 00:00:00+00,6470073.73046875,22489.2130280243
26835,Bush Alight Minmi (2),11071437020,2011-12 Wildfire,2011/07/14 00:00:00+00,2011/07/15 00:00:00+00,0.0554396,117.83733389,26/03/2020,Wildfire,2011-12,26970,2011,2011/01/01 00:00:00+00,553.36328125,117.728501907616
26836,Bush Alight Minmi (3),11071437020,2011-12 Wildfire,2011/07/14 00:00:00+00,2011/07/15 00:00:00+00,0.01716493,55.4285813,26/03/2020,Wildfire,2011-12,26971,2011,2011/01/01 00:00:00+00,171.328125,55.3772147501309
26837,Dthinna North Boundary Fire,12011043825,2011-12 Wildfire,2012/01/05 00:00:00+00,2012/01/18 00:00:00+00,239.13934474,10561.6755212,26/03/2020,Wildfire,2011-12,26972,2011,2011/01/01 00:00:00+00,2401286.2578125,10583.4984259232
26838,ARMI - Derra Derra,HR10030442811,2011-12 Prescribed Burn,2011/09/07 00:00:00+00,2011/09/08 00:00:00+00,8.29282135,7136.03744808,26/03/2020,Prescribed Burn,2011-12,26973,2011,2011/01/01 00:00:00+00,83058.29296875,7141.61774956126
26839,DPA McGraths Hump,HR10122248360,2011-12 Prescribed Burn,2011/09/19 00:00:00+00,2011/09/21 00:00:00+00,278.29837864,28567.9702505,26/03/2020,Prescribed Burn,2011-12,26974,2011,2011/01/01 00:00:00+00,2784604.48046875,28576.3081289014
26840,Broadmeadows, ,2011-12 Wildfire,2012/01/03 00:00:00+00,2012/01/04 00:00:00+00,119.77245313,5256.31496855,26/03/2020,Wildfire,2011-12,26975,2011,2011/01/01 00:00:00+00,1199546.9609375,5260.31169872744
26841,CCA PFU15,HR11012148976,2011-12 Prescribed Burn,2011/08/05 00:00:00+00,2011/08/05 00:00:00+00,2.2958299,677.83577069,26/03/2020,Prescribed Burn,2011-12,26976,2011,2011/01/01 00:00:00+00,22984.6953125,678.225133399969
26842,CCA PFU1,HR11012148977,2011-12 Prescribed Burn,2011/09/16 00:00:00+00,2011/09/16 00:00:00+00,2.55040496,806.40267084,26/03/2020,Prescribed Burn,2011-12,26977,2011,2011/01/01 00:00:00+00,25533.9609375,806.875253749609
26843,CCA Leonards LMZ,HR11012148968,2011-12 Prescribed Burn,2011/08/03 00:00:00+00,2011/08/03 00:00:00+00,21.40076481,5219.54593147,26/03/2020,Prescribed Burn,2011-12,26978,2011,2011/01/01 00:00:00+00,213997.453125,5219.42042911406
26844,CCA Tower Rd LMZ West,HR11021049330,2011-12 Prescribed Burn,2011/07/11 00:00:00+00,2011/07/11 00:00:00+00,33.35210685,6135.45461373,26/03/2020,Prescribed Burn,2011-12,26979,2011,2011/01/01 00:00:00+00,333495.09765625,6135.21188972541
26845,CCA Tower Rd LMZ West,HR11021049330,2011-12 Prescribed Burn,2011/07/11 00:00:00+00,2011/07/11 00:00:00+00,46.46736092,7466.05357803,26/03/2020,Prescribed Burn,2011-12,26980,2011,2011/01/01 00:00:00+00,464639.58984375,7465.78605470612
26846,CCA Collombatti SFAZ West,HR11012148967,2011-12 Prescribed Burn,2011/07/14 00:00:00+00,2011/07/14 00:00:00+00,23.20269926,6244.90114731,26/03/2020,Prescribed Burn,2011-12,26981,2011,2011/01/01 00:00:00+00,231980.140625,6244.27147553786
26847,Ebor Falls,11092339725,2011-12 Wildfire,2011/09/23 00:00:00+00,2011/09/25 00:00:00+00,1.10334671,477.34220842,26/03/2020,Wildfire,2011-12,26982,2011,2011/01/01 00:00:00+00,11039.55078125,477.473766361038
26848,Ebor Falls,11092339725,2011-12 Wildfire,2011/09/23 00:00:00+00,2011/09/25 00:00:00+00,0.32175216,252.81678674,26/03/2020,Wildfire,2011-12,26983,2011,2011/01/01 00:00:00+00,3219.29296875,252.88661082111
26849,LAC-Schmidts_HR-LMZ-GNP-2011,HR10060144332,2011-12 Prescribed Burn,2011/07/08 00:00:00+00,2011/07/08 00:00:00+00,167.30707218,7393.76168844,26/03/2020,Prescribed Burn,2011-12,26984,2011,2011/01/01 00:00:00+00,1669925.78515625,7386.80915906413
26850,LAC-Carter's_HR-LMZ-GNP-2011,HR10052444127,2010-11 Prescribed Burn,2011/04/05 00:00:00+00,2011/04/05 00:00:00+00,65.75999896,3772.14929889,26/03/2020,Prescribed Burn,2010-11,26985,2010,2010/01/01 00:00:00+00,656425.6328125,3768.7795788871
26851,LAC-Keen_HR-LMZ-GNP-2011_Stage1,HR10052444116,2010-11 Prescribed Burn,2011/03/31 00:00:00+00,2011/04/01 00:00:00+00,200.94022324,7341.79648664,26/03/2020,Prescribed Burn,2010-11,26986,2010,2010/01/01 00:00:00+00,2005804.84765625,7335.22200647868
26852,LAC-Keen_HR-LMZ-GNP-2011_Stage2,HR10052444116,2011-12 Prescribed Burn,2011/07/04 00:00:00+00,2011/07/04 00:00:00+00,472.48391245,12950.1135737,26/03/2020,Prescribed Burn,2011-12,26987,2011,2011/01/01 00:00:00+00,4716405.39453125,12938.5544526768
26853,LAC-EasternBoundary_AI_WandaWandong-GNP-2010,HR10120747912,2010-11 Prescribed Burn,2011/04/05 00:00:00+00,2011/04/06 00:00:00+00,856.25560435,16488.0466544,26/03/2020,Prescribed Burn,2010-11,26988,2010,2010/01/01 00:00:00+00,8547016.19140625,16473.064318548
26854,LAC-Kerin_HR-SFAZ-GNP-2011,HR10052444114,2010-11 Prescribed Burn,2011/03/29 00:00:00+00,2011/04/04 00:00:00+00,145.48526397,6735.86562976,26/03/2020,Prescribed Burn,2010-11,26989,2010,2010/01/01 00:00:00+00,1452252.703125,6729.84404048648
26855,LAC-NorthPowerline_HR-LMZ-GNP,HR10052444129,2010-11 Prescribed Burn,2011/04/06 00:00:00+00,2011/04/06 00:00:00+00,284.96010047,7876.30383698,26/03/2020,Prescribed Burn,2010-11,26990,2010,2010/01/01 00:00:00+00,2844373.88671875,7869.07622054662
26856,LAC-Watts_HR-LMZ-GNP-2011,HR10120747915,2011-12 Prescribed Burn,2011/07/06 00:00:00+00,2011/07/06 00:00:00+00,204.72022229,7140.85422529,26/03/2020,Prescribed Burn,2011-12,26991,2011,2011/01/01 00:00:00+00,2043370.8203125,7134.17004253555
26857,LAC-Curembenya_AI_HR-SFAZ-GNP-2011_A,HR10052444115,2010-11 Prescribed Burn,2011/04/07 00:00:00+00,2011/04/08 00:00:00+00,357.84257288,12018.7038105,26/03/2020,Prescribed Burn,2010-11,26992,2010,2010/01/01 00:00:00+00,3571710.51953125,12007.4217973182
26858,LAC-Curembenya_AI_HR-SFAZ-GNP-2011_B,HR10052444115,2010-11 Prescribed Burn,2011/04/07 00:00:00+00,2011/04/08 00:00:00+00,220.06574235,8491.95227158,26/03/2020,Prescribed Burn,2010-11,26993,2010,2010/01/01 00:00:00+00,2196534.171875,8483.99321157806
26859,LAC-Curembenya_AI_HR-SFAZ-GNP-2011_C,HR10052444115,2010-11 Prescribed Burn,2011/04/07 00:00:00+00,2011/04/08 00:00:00+00,886.29594734,19256.1036148,26/03/2020,Prescribed Burn,2010-11,26994,2010,2010/01/01 00:00:00+00,8846363.6640625,19238.0658334337
26860, ,HR08072232301,2010-11 Prescribed Burn,2011/04/05 00:00:00+00,2011/04/05 00:00:00+00,486.30806815,9876.88195584,26/03/2020,Prescribed Burn,2010-11,26995,2010,2010/01/01 00:00:00+00,4854514.11328125,9868.17949176184
26861, ,JN60007957,2002-03 Wildfire,2003/02/09 00:00:00+00,2003/02/11 00:00:00+00,39.73085158,2253.50965416,26/03/2020,Wildfire,2002-03,26996,2002,2002/01/01 00:00:00+00,397344.12109375,2253.65281792291
26863, ,JN60007677,2004-05 Wildfire,2005/05/04 00:00:00+00,2005/05/04 00:00:00+00,20.21866136,2650.24266214,26/03/2020,Wildfire,2004-05,26998,2004,2004/01/01 00:00:00+00,202195.0234375,2650.29723466535
26864, ,JN60007953,2010-11 Wildfire,2008/01/11 00:00:00+00,2008/01/14 00:00:00+00,9.1436539,1143.16187624,26/03/2020,Wildfire,2010-11,26999,2010,2010/01/01 00:00:00+00,91440.28515625,1143.18520691629
26865, ,JN60007956,2007-08 Wildfire,2007/08/29 00:00:00+00,2007/08/31 00:00:00+00,20.12595007,2290.54769843,26/03/2020,Wildfire,2007-08,27000,2007,2007/01/01 00:00:00+00,201274.1328125,2290.63106877782
26866, ,JN60007679,2004-05 Wildfire,2005/05/04 00:00:00+00,2005/05/04 00:00:00+00,110.17659237,6336.39760712,26/03/2020,Wildfire,2004-05,27001,2004,2004/01/01 00:00:00+00,1102081.875,6337.30987413631
26867, ,JN60007954,2007-08 Wildfire,2008/01/11 00:00:00+00,2008/01/14 00:00:00+00,14.77604687,1557.60446837,26/03/2020,Wildfire,2007-08,27002,2007,2007/01/01 00:00:00+00,147796.546875,1557.65296489747
26868, ,JN60007786,2005-06 Wildfire,2006/03/12 00:00:00+00,2006/03/12 00:00:00+00,90.52669419,4325.74304937,26/03/2020,Wildfire,2005-06,27003,2005,2005/01/01 00:00:00+00,905570.8203125,4326.46821525013
26869,Moira Lake HR,HR09101240659,2009-10 Prescribed Burn,2009/07/15 00:00:00+00,2009/07/15 00:00:00+00,1251.83515135,16043.9608705,26/03/2020,Prescribed Burn,2009-10,27004,2009,2009/01/01 00:00:00+00,12521905.140625,16046.2545317622
26870, , ,2008-09 Prescribed Burn,2008/07/15 00:00:00+00,2008/07/15 00:00:00+00,40.04670191,2409.77300672,26/03/2020,Prescribed Burn,2008-09,27005,2008,2008/01/01 00:00:00+00,400609.41015625,2410.20151090483
26871, , ,2009-10 Prescribed Burn,2009/08/30 00:00:00+00,2009/08/30 00:00:00+00,918.10599474,13453.5193861,26/03/2020,Prescribed Burn,2009-10,27006,2009,2009/01/01 00:00:00+00,9182437.76953125,13454.5288138344
26872,Mountain Arm - Part 1,HR10031742949,2011-12 Prescribed Burn,2012/02/28 00:00:00+00,2012/02/28 00:00:00+00,186.87317467,19417.3597079,26/03/2020,Prescribed Burn,2011-12,27007,2011,2011/01/01 00:00:00+00,1865241.14453125,19399.216732904
26873,Howe AA,HR09021935805,2011-12 Prescribed Burn,2012/03/27 00:00:00+00,2012/03/28 00:00:00+00,4.63812818,1754.6791301,26/03/2020,Prescribed Burn,2011-12,27008,2011,2011/01/01 00:00:00+00,46293.65625,1753.02135949618
26874,Rocky Point,HR10021742587,2011-12 Prescribed Burn,2012/04/04 00:00:00+00,2012/04/06 00:00:00+00,3.52740047,1383.95522521,26/03/2020,Prescribed Burn,2011-12,27009,2011,2011/01/01 00:00:00+00,35207.8828125,1382.65756825802
26875,Grandview HR,HR08032029062,2011-12 Prescribed Burn,2012/04/05 00:00:00+00,2012/04/07 00:00:00+00,12.05890328,1727.51536811,26/03/2020,Prescribed Burn,2011-12,27010,2011,2011/01/01 00:00:00+00,120363.33203125,1725.89789164905
26876,CCA PFU17,HR11061352118,2011-12 Prescribed Burn,2012/05/10 00:00:00+00,2012/05/10 00:00:00+00,5.08752238,1843.18411277,26/03/2020,Prescribed Burn,2011-12,27011,2011,2011/01/01 00:00:00+00,50933.8359375,1844.24531406874
26877,Ferndale,HR10052844249,2011-12 Prescribed Burn,2012/04/18 00:00:00+00,2012/04/18 00:00:00+00,19.84392745,3121.18009322,26/03/2020,Prescribed Burn,2011-12,27012,2011,2011/01/01 00:00:00+00,198476.58203125,3121.47639399992
26878,Wagra,HR09052838420,2011-12 Prescribed Burn,2012/04/18 00:00:00+00,2012/04/18 00:00:00+00,18.43925408,12314.9710925,26/03/2020,Prescribed Burn,2011-12,27013,2011,2011/01/01 00:00:00+00,184450.7265625,12316.912539215
26879,CCA PFU2,HR11061352119,2011-12 Prescribed Burn,2012/05/17 00:00:00+00,2012/05/17 00:00:00+00,6.37216248,1070.66256876,26/03/2020,Prescribed Burn,2011-12,27014,2011,2011/01/01 00:00:00+00,63796.21875,1071.28897471826
26880,North West Ridge,HR10021742586,2011-12 Prescribed Burn,2012/05/11 00:00:00+00,2012/05/14 00:00:00+00,12.89632028,2530.28061639,26/03/2020,Prescribed Burn,2011-12,27015,2011,2011/01/01 00:00:00+00,128721.30078125,2527.90637409451
26881,CSA Brooms Head Rd SFAZ - 1,HR10121147961,2011-12 Prescribed Burn,2012/05/23 00:00:00+00,2012/05/23 00:00:00+00,10.72070126,1738.71322864,26/03/2020,Prescribed Burn,2011-12,27016,2011,2011/01/01 00:00:00+00,107440.640625,1740.60639378688
